1000 0.00449
2000 0.005282
3000 0.010126
4000 0.017338
5000 0.027012
6000 0.040865
7000 0.051386
8000 0.066753
9000 0.090814
10000 0.104547
11000 0.126447
12000 0.151001
13000 0.177987
14000 0.205409
15000 0.235624
16000 0.268163
17000 0.304575
18000 0.339605
19000 0.379502
20000 0.419639
